"advertiser_id","marketplace_id","dataset_id","idempotency_id","multi_touch_units_sold_30d","purchases_14d_same_sku","multi_touch_sales_1d","attributed_sales_1d_same_sku","attributed_conversions_1d","attributed_sales_1d","attributed_conversions_7d","attributed_conversions_14d_same_sku","units_sold_7d","multi_touch_sales_7d","multi_touch_units_sold_7d_same_sku","purchases_7d","multi_touch_units_sold_7d","attributed_conversions_14d","time_window_start","attributed_sales_7d","attributed_conversions_30d","multi_touch_sales_1d_same_sku","units_sold_1d","purchases_30d","attributed_units_ordered_14d_same_sku","attributed_units_ordered_30d","multi_touch_sales_14d","multi_touch_sales_14d_same_sku","multi_touch_purchases_1d_same_sku","sales_1d_same_sku","units_sold_30d_same_sku","purchases_7d_same_sku","attributed_sales_7d_same_sku","attributed_units_ordered_14d","multi_touch_purchases_14d","multi_touch_units_sold_30d_same_sku","multi_touch_purchases_30d_same_sku","multi_touch_units_sold_1d_same_sku","multi_touch_units_sold_14d_same_sku","units_sold_30d","multi_touch_purchases_7d","sales_14d_same_sku","purchases_14d","attributed_units_ordered_7d","attributed_units_ordered_7d_same_sku","attributed_conversions_30d_same_sku","ad_group_id","multi_touch_purchases_1d","sales_30d","placement","multi_touch_sales_30d","multi_touch_units_sold_1d","multi_touch_purchases_14d_same_sku","attributed_units_ordered_1d","sales_7d","sales_14d","units_sold_7d_same_sku","purchases_1d_same_sku","attributed_sales_30d","attributed_units_ordered_30d_same_sku","multi_touch_units_sold_14d","units_sold_14d_same_sku","attributed_units_ordered_1d_same_sku","currency","units_sold_14d","sales_7d_same_sku","ad_id","purchases_1d","attributed_conversions_1d_same_sku","sales_1d","attributed_sales_14d","multi_touch_sales_30d_same_sku","purchases_30d_same_sku","attributed_conversions_7d_same_sku","units_sold_1d_same_sku","attributed_sales_30d_same_sku","campaign_id","multi_touch_sales_7d_same_sku","sales_30d_same_sku","keyword_id","multi_touch_purchases_7d_same_sku","multi_touch_purchases_30d","attributed_sales_14d_same_sku","partition_0","year","month","day","hour"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","25b68c81-6081-3f22-9bdd-2d8fcc0883ab","0.0","1","0.0","0.0","0","0.0","1","1","1","0.0","0.0","1","0.0","1","2025-03-10T08:00:00-07:00","190.0","1","0.0","0","1","1","1","0.0","0.0","0.0","0.0","1","1","190.0","1","0.0","0.0","0.0","0.0","0.0","1","0.0","190.0","1","1","1","1","426579058137414","0.0","190.0","Detail Page on-Amazon","0.0","0.0","0.0","0","190.0","190.0","1","0","190.0","1","0.0","1","0","USD","1","190.0","476152905010736","0","0","0.0","190.0","0.0","1","1","0","190.0","486979294897033","0.0","190.0","493498317838908","0.0","0.0","190.0","SpConversionFirehoseNA","2025","03","12","05"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","2b09e81c-035f-39cc-8aff-dd24b764a918","0.0","1","0.0","19.99","1","19.99","1","1","1","0.0","0.0","1","0.0","1","2025-03-10T11:00:00-07:00","19.99","1","0.0","1","1","1","1","0.0","0.0","0.0","19.99","1","1","19.99","1","0.0","0.0","0.0","0.0","0.0","1","0.0","19.99","1","1","1","1","336461794962230","0.0","19.99","Other on-Amazon","0.0","0.0","0.0","1","19.99","19.99","1","1","19.99","1","0.0","1","1","USD","1","19.99","349750854587294","1","1","19.99","19.99","0.0","1","1","1","19.99","371853015773578","0.0","19.99","406100003411404","0.0","0.0","19.99","SpConversionFirehoseNA","2025","03","10","20"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","29969ba4-2b31-3fef-a590-dea82d18410b","0.0","0","0.0","0.0","1","36.1","1","0","1","0.0","0.0","1","0.0","1","2025-03-10T05:00:00-07:00","36.1","1","0.0","1","1","0","1","0.0","0.0","0.0","0.0","0","0","0.0","1","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","1","1","0","0","398513900569823","0.0","36.1","Detail Page on-Amazon","0.0","0.0","0.0","1","36.1","36.1","0","0","36.1","0","0.0","0","0","USD","1","0.0","425864388680636","1","0","36.1","36.1","0.0","0","0","0","0.0","552544670745601","0.0","0.0","537248267280235","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","10","13"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","23663c74-a880-3b0b-a0ec-68933bdbc136","0.0","1","0.0","17.99","1","17.99","1","1","1","0.0","0.0","1","0.0","1","2025-03-10T07:00:00-07:00","17.99","1","0.0","1","1","1","1","0.0","0.0","0.0","17.99","1","1","17.99","1","0.0","0.0","0.0","0.0","0.0","1","0.0","17.99","1","1","1","1","352921008428475","0.0","17.99","Other on-Amazon","0.0","0.0","0.0","1","17.99","17.99","1","1","17.99","1","0.0","1","1","USD","1","17.99","473221178507921","1","1","17.99","17.99","0.0","1","1","1","17.99","499199007513580","0.0","17.99","425196701066154","0.0","0.0","17.99","SpConversionFirehoseNA","2025","03","11","10"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","b8a0a47c-d292-36f1-929a-3d11ce685881","0.0","0","0.0","0.0","0","0.0","0","0","0","0.0","0.0","0","0.0","1","2025-03-10T12:00:00-07:00","0.0","1","0.0","0","1","0","0","0.0","0.0","0.0","0.0","0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","0","0.0","0.0","1","0","0","0","436938301127453","0.0","0.0","Other on-Amazon","0.0","0.0","0.0","0","0.0","0.0","0","0","0.0","0","0.0","0","0","USD","0","0.0","562125943078505","0","0","0.0","0.0","0.0","0","0","0","0.0","347368868613283","0.0","0.0","517053088679972","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","20","17"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","23de7e2e-8552-3d6e-b84d-428091b03b41","0.0","0","0.0","0.0","-1","-190.0","-1","0","-1","0.0","0.0","-1","0.0","-1","2025-03-10T12:00:00-07:00","-190.0","-1","0.0","-1","-1","0","-1","0.0","0.0","0.0","0.0","0","0","0.0","-1","0.0","0.0","0.0","0.0","0.0","-1","0.0","0.0","-1","-1","0","0","301573433164879","0.0","-190.0","Other on-Amazon","0.0","0.0","0.0","-1","-190.0","-190.0","0","0","-190.0","0","0.0","0","0","USD","-1","0.0","393327266818017","-1","0","-190.0","-190.0","0.0","0","0","0","0.0","510862601302915","0.0","0.0","386361159567188","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","11","22"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","2a0c993a-755f-3d44-b447-3d19a9a6e538","0.0","0","0.0","0.0","1","42.75","1","0","1","0.0","0.0","1","0.0","1","2025-03-10T17:00:00-07:00","42.75","1","0.0","1","1","0","1","0.0","0.0","0.0","0.0","0","0","0.0","1","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","1","1","0","0","297581622209116","0.0","42.75","Other on-Amazon","0.0","0.0","0.0","1","42.75","42.75","0","0","42.75","0","0.0","0","0","USD","1","0.0","367602539166078","1","0","42.75","42.75","0.0","0","0","0","0.0","486711384637765","0.0","0.0","431652743823892","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","11","02"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","2414f0c4-bef6-3db6-9d15-d8574b90c541","0.0","1","0.0","0.0","0","0.0","1","1","1","0.0","0.0","1","0.0","1","2025-03-10T15:00:00-07:00","34.95","1","0.0","0","1","1","1","0.0","0.0","0.0","0.0","1","1","34.95","1","0.0","0.0","0.0","0.0","0.0","1","0.0","34.95","1","1","1","1","341529632093185","0.0","34.95","Other on-Amazon","0.0","0.0","0.0","0","34.95","34.95","1","0","34.95","1","0.0","1","0","USD","1","34.95","514582629296428","0","0","0.0","34.95","0.0","1","1","0","34.95","446297449266554","0.0","34.95","521103553731688","0.0","0.0","34.95","SpConversionFirehoseNA","2025","03","15","21"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","2598fe90-f061-3fa1-b400-7376c7095132","0.0","1","0.0","42.75","1","42.75","1","1","1","0.0","0.0","1","0.0","1","2025-03-10T10:00:00-07:00","42.75","1","0.0","1","1","1","1","0.0","0.0","0.0","42.75","1","1","42.75","1","0.0","0.0","0.0","0.0","0.0","1","0.0","42.75","1","1","1","1","297581622209116","0.0","42.75","Other on-Amazon","0.0","0.0","0.0","1","42.75","42.75","1","1","42.75","1","0.0","1","1","USD","1","42.75","367602539166078","1","1","42.75","42.75","0.0","1","1","1","42.75","486711384637765","0.0","42.75","311542112503323","0.0","0.0","42.75","SpConversionFirehoseNA","2025","03","10","18"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","212dff96-937f-373b-88ad-bd79c28a6e3e","0.0","0","0.0","0.0","1","42.75","1","0","1","0.0","0.0","1","0.0","1","2025-03-10T19:00:00-07:00","42.75","1","0.0","1","1","0","1","0.0","0.0","0.0","0.0","0","0","0.0","1","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","1","1","0","0","539972836150402","0.0","42.75","Other on-Amazon","0.0","0.0","0.0","1","42.75","42.75","0","0","42.75","0","0.0","0","0","USD","1","0.0","343973457971340","1","0","42.75","42.75","0.0","0","0","0","0.0","331258003819203","0.0","0.0","442228033360318","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","11","03"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","7c583d40-3ca6-35c6-af13-a62a31bafe4e","0.0","0","0.0","0.0","-1","-17.99","-1","0","-1","0.0","0.0","-1","0.0","-1","2025-03-10T20:00:00-07:00","-17.99","-1","0.0","-1","-1","0","-1","0.0","0.0","0.0","0.0","0","0","0.0","-1","0.0","0.0","0.0","0.0","0.0","-1","0.0","0.0","-1","-1","0","0","289252548450498","0.0","-17.99","Detail Page on-Amazon","0.0","0.0","0.0","-1","-17.99","-17.99","0","0","-17.99","0","0.0","0","0","USD","-1","0.0","453017734840800","-1","0","-17.99","-17.99","0.0","0","0","0","0.0","504272338352224","0.0","0.0","398295355828139","0.0","0.0","0.0","SpConversionFirehoseNA","2025","04","08","06"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","25596c96-8f1a-395c-adda-de5155d65782","0.0","0","0.0","0.0","1","19.99","1","0","1","0.0","0.0","1","0.0","1","2025-03-10T08:00:00-07:00","19.99","1","0.0","1","1","0","1","0.0","0.0","0.0","0.0","0","0","0.0","1","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","1","1","0","0","336461794962230","0.0","19.99","Top of Search on-Amazon","0.0","0.0","0.0","1","19.99","19.99","0","0","19.99","0","0.0","0","0","USD","1","0.0","458621477424191","1","0","19.99","19.99","0.0","0","0","0","0.0","371853015773578","0.0","0.0","335529496446247","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","10","16"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","2c03e194-a219-39cc-89b6-f3b219c64aa7","0.0","0","0.0","0.0","-1","-37.99","-1","0","-1","0.0","0.0","-1","0.0","-1","2025-03-10T20:00:00-07:00","-37.99","-1","0.0","-1","-1","0","-1","0.0","0.0","0.0","0.0","0","0","0.0","-1","0.0","0.0","0.0","0.0","0.0","-1","0.0","0.0","-1","-1","0","0","398513900569823","0.0","-37.99","Other on-Amazon","0.0","0.0","0.0","-1","-37.99","-37.99","0","0","-37.99","0","0.0","0","0","USD","-1","0.0","313341963116304","-1","0","-37.99","-37.99","0.0","0","0","0","0.0","552544670745601","0.0","0.0","487161462948009","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","18","09"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","25655c0a-b2a0-35f3-9043-e8b509e09193","0.0","0","0.0","0.0","1","65.0","1","0","1","0.0","0.0","1","0.0","1","2025-03-10T14:00:00-07:00","65.0","1","0.0","1","1","0","1","0.0","0.0","0.0","0.0","0","0","0.0","1","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","1","1","0","0","302977388432024","0.0","65.0","Detail Page on-Amazon","0.0","0.0","0.0","1","65.0","65.0","0","0","65.0","0","0.0","0","0","USD","1","0.0","398107535294248","1","0","65.0","65.0","0.0","0","0","0","0.0","510681110202433","0.0","0.0","435689403854064","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","10","22"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","2333140e-7c10-313e-8cef-d4265786f161","0.0","0","0.0","0.0","1","52.0","1","0","1","0.0","0.0","1","0.0","1","2025-03-10T18:00:00-07:00","52.0","1","0.0","1","1","0","1","0.0","0.0","0.0","0.0","0","0","0.0","1","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","1","1","0","0","352249005956704","0.0","52.0","Detail Page on-Amazon","0.0","0.0","0.0","1","52.0","52.0","0","0","52.0","0","0.0","0","0","USD","1","0.0","300234801984025","1","0","52.0","52.0","0.0","0","0","0","0.0","350274847571034","0.0","0.0","546863699482216","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","11","06"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","2661e87d-3dea-3b3d-ad7c-410f15bd290f","0.0","0","0.0","0.0","1","34.95","1","0","1","0.0","0.0","1","0.0","1","2025-03-10T01:00:00-07:00","34.95","1","0.0","1","1","0","1","0.0","0.0","0.0","0.0","0","0","0.0","1","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","1","1","0","0","341529632093185","0.0","34.95","Top of Search on-Amazon","0.0","0.0","0.0","1","34.95","34.95","0","0","34.95","0","0.0","0","0","USD","1","0.0","366430138838058","1","0","34.95","34.95","0.0","0","0","0","0.0","446297449266554","0.0","0.0","521103553731688","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","10","10"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","089ae522-5b05-3dd8-9af9-b4d31ff33e56","0.0","0","0.0","0.0","0","0.0","0","0","0","0.0","0.0","0","0.0","0","2025-03-10T18:00:00-07:00","0.0","1","0.0","0","1","0","1","0.0","0.0","0.0","0.0","0","0","0.0","0","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","0","0","0","0","561162779337470","0.0","0.0","Detail Page on-Amazon","0.0","0.0","0.0","0","0.0","0.0","0","0","0.0","0","0.0","0","0","USD","0","0.0","413574952090970","0","0","0.0","0.0","0.0","0","0","0","0.0","432440828107745","0.0","0.0","431748389951230","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","25","21"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","2ae881bc-008c-3ca4-a91e-a44d75b2a4a3","0.0","0","0.0","0.0","1","21.99","1","0","1","0.0","0.0","1","0.0","1","2025-03-10T07:00:00-07:00","21.99","1","0.0","1","1","0","1","0.0","0.0","0.0","0.0","0","0","0.0","1","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","1","1","0","0","408425337308545","0.0","21.99","Other on-Amazon","0.0","0.0","0.0","1","21.99","21.99","0","0","21.99","0","0.0","0","0","USD","1","0.0","285359370419580","1","0","21.99","21.99","0.0","0","0","0","0.0","486906608629233","0.0","0.0","529535230681421","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","10","15"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","2a28ddef-9a87-3762-acdb-3c1afcea3548","0.0","0","0.0","0.0","1","75.98","1","0","2","0.0","0.0","1","0.0","1","2025-03-10T14:00:00-07:00","75.98","1","0.0","2","1","0","2","0.0","0.0","0.0","0.0","0","0","0.0","2","0.0","0.0","0.0","0.0","0.0","2","0.0","0.0","1","2","0","0","313953350674984","0.0","75.98","Detail Page on-Amazon","0.0","0.0","0.0","2","75.98","75.98","0","0","75.98","0","0.0","0","0","USD","2","0.0","543108183466288","1","0","75.98","75.98","0.0","0","0","0","0.0","282042809415137","0.0","0.0","508623170416703","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","10","23"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","2226ccb9-de17-3a86-b454-6b687a1a94f9","0.0","1","0.0","19.99","1","19.99","1","1","1","0.0","0.0","1","0.0","1","2025-03-10T22:00:00-07:00","19.99","1","0.0","1","1","1","1","0.0","0.0","0.0","19.99","1","1","19.99","1","0.0","0.0","0.0","0.0","0.0","1","0.0","19.99","1","1","1","1","336461794962230","0.0","19.99","Other on-Amazon","0.0","0.0","0.0","1","19.99","19.99","1","1","19.99","1","0.0","1","1","USD","1","19.99","349750854587294","1","1","19.99","19.99","0.0","1","1","1","19.99","371853015773578","0.0","19.99","335529496446247","0.0","0.0","19.99","SpConversionFirehoseNA","2025","03","11","07"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","24df57d9-6726-3e8b-bcd7-b0dbce858f16","0.0","0","0.0","0.0","1","34.95","1","0","1","0.0","0.0","1","0.0","1","2025-03-10T15:00:00-07:00","34.95","1","0.0","1","1","0","1","0.0","0.0","0.0","0.0","0","0","0.0","1","0.0","0.0","0.0","0.0","0.0","1","0.0","0.0","1","1","0","0","341529632093185","0.0","34.95","Other on-Amazon","0.0","0.0","0.0","1","34.95","34.95","0","0","34.95","0","0.0","0","0","USD","1","0.0","514582629296428","1","0","34.95","34.95","0.0","0","0","0","0.0","446297449266554","0.0","0.0","521103553731688","0.0","0.0","0.0","SpConversionFirehoseNA","2025","03","11","17"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","23aa8022-bfde-35d3-ab91-dc0fad7248f8","0.0","1","0.0","190.0","1","190.0","1","1","1","0.0","0.0","1","0.0","1","2025-03-10T12:00:00-07:00","190.0","1","0.0","1","1","1","1","0.0","0.0","0.0","190.0","1","1","190.0","1","0.0","0.0","0.0","0.0","0.0","1","0.0","190.0","1","1","1","1","426579058137414","0.0","190.0","Other on-Amazon","0.0","0.0","0.0","1","190.0","190.0","1","1","190.0","1","0.0","1","1","USD","1","190.0","476152905010736","1","1","190.0","190.0","0.0","1","1","1","190.0","486979294897033","0.0","190.0","472195443501656","0.0","0.0","190.0","SpConversionFirehoseNA","2025","03","11","14"
"A13QNOE6VGFFIN","ATVPDKIKX0DER","sp-conversion","e413936a-5a6d-37c0-ac7e-032498cbdd8a","0.0","0","0.0","0.0","-1","-34.95","-1","0","-1","0.0","0.0","-1","0.0","-1","2025-03-10T15:00:00-07:00","-34.95","-1","0.0","-1","-1","0","-1","0.0","0.0","0.0","0.0","0","0","0.0","-1","0.0","0.0","0.0","0.0","0.0","-1","0.0","0.0","-1","-1","0","0","559044882217972","0.0","-34.95","Other on-Amazon","0.0","0.0","0.0","-1","-34.95","-34.95","0","0","-34.95","0","0.0","0","0","USD","-1","0.0","511514264014906","-1","0","-34.95","-34.95","0.0","0","0","0","0.0","470643376311341","0.0","0.0","364806207712717","0.0","0.0","0.0","SpConversionFirehoseNA","2025","04","08","02"
